50000 200
35141 23472 1 35142
35142 23472 2 35143
35143 23472 3 35144
35144 23472 4 35145
35145 23472 5 35146
35146 23472 6 35147
35147 23472 7 32769
35148 39642 191 11922
35149 0 0 0
35150 54939 255 7156
35151 0 0 0
35152 62086 112 10837
35153 35607 42 35154
35154 35607 43 35155
35155 35607 44 8663
35156 43834 121 1557
35157 57032 280 43459
35158 0 0 0
35159 0 0 0
35160 15440 178 25711
35161 0 0 0
35162 20140 234 37092
35163 0 0 0
35164 55919 39 9104
35165 1040 18 26323
35166 53410 343 44070
35167 0 0 0
35168 52864 79 42462
35169 0 0 0
35170 43547 71 35171
35171 43547 72 35172
35172 43547 73 35173
35173 43547 74 35174
35174 43547 75 35175
35175 43547 76 35176
35176 43547 77 35177
35177 43547 78 35178
35178 43547 79 35179
35179 43547 80 35180
35180 43547 81 35181
35181 43547 82 35182
35182 43547 83 35183
35183 43547 84 35184
35184 43547 85 35185
35185 43547 86 35186
35186 43547 87 35187
35187 43547 88 35188
35188 43547 89 35189
35189 43547 90 35190
35190 43547 91 35191
35191 43547 92 35192
35192 43547 93 35193
35193 43547 94 35194
35194 43547 95 35195
35195 43547 96 35196
35196 43547 97 35197
35197 43547 98 20156
35198 24585 237 15547
35199 5160 361 35200
35200 5160 362 35201
35201 5160 363 35202
35202 5160 364 7470
35203 53927 174 31700
35204 0 0 0
35205 0 0 0
35206 24411 120 35207
35207 24411 121 35208
35208 24411 122 35209
35209 24411 123 35210
35210 24411 124 35211
35211 24411 125 757
35212 55919 213 32256
35213 0 0 0
35214 52864 38 21723
35215 7968 211 32103
35216 43702 220 28776
35217 0 0 0
35218 0 0 0
35219 0 0 0
35220 27056 78 43548
35221 5026 216 26817
35222 0 0 0
35223 0 0 0
35224 23940 240 43916
35225 7968 114 39886
35226 5026 95 42131
35227 5957 191 16586
35228 53410 338 2525
35229 33623 282 35230
35230 33623 283 35231
35231 33623 284 43861
35232 47745 55 38856
35233 0 0 0
35234 27583 57 37046
35235 2900 99 35236
35236 2900 100 35237
35237 2900 101 35238
35238 2900 102 29214
35239 43702 332 45730
35240 53927 374 5376
35241 53927 331 32778
35242 0 0 0
35243 0 0 0
35244 53410 50 15527
35245 0 0 0
35246 53927 7 5097
35247 0 0 0
35248 54448 48 18126
35249 6157 138 35250
35250 6157 139 35251
35251 6157 140 35252
35252 6157 141 35253
35253 6157 142 35254
35254 6157 143 32198
35255 42109 158 29644
35256 59282 39 43504
35257 33623 211 35258
35258 33623 212 35259
35259 33623 213 20749
35260 28219 143 34051
35261 0 0 0
35262 48063 67 26622
35263 0 0 0
35264 28219 109 35380
35265 0 0 0
35266 65533 88 28533
35267 25834 42 7068
35268 0 0 0
35269 0 0 0
35270 54939 253 36894
35271 0 0 0
35272 47124 108 43422
35273 0 0 0
35274 15440 55 11075
35275 42109 190 23648
35276 61361 74 35277
35277 61361 75 35278
35278 61361 76 35279
35279 61361 77 35280
35280 61361 78 35281
35281 61361 79 35282
35282 61361 80 35283
35283 61361 81 35284
35284 61361 82 35285
35285 61361 83 14362
35286 35609 225 41180
35287 0 0 0
35288 43834 318 39412
35289 0 0 0
35290 19110 159 21648
35291 0 0 0
35292 47745 347 27410
35293 58472 82 35294
35294 58472 83 35295
35295 58472 84 35296
35296 58472 85 35297
35297 58472 86 35298
35298 58472 87 35299
35299 58472 88 35300
35300 58472 89 35301
35301 58472 90 35302
35302 58472 91 35303
35303 58472 92 35304
35304 58472 93 35305
35305 58472 94 35306
35306 58472 95 35307
35307 58472 96 35308
35308 58472 97 35309
35309 58472 98 35310
35310 58472 99 35311
35311 58472 100 35312
35312 58472 101 35313
35313 58472 102 35314
35314 58472 103 35315
35315 58472 104 35316
35316 58472 105 35317
35317 58472 106 35318
35318 58472 107 35319
35319 58472 108 10567
35320 1040 87 44243
35321 0 0 0
35322 0 0 0
35323 54939 231 24318
35324 53410 280 45004
35325 0 0 0
35326 58056 17 46628
35327 20140 268 10328
35328 0 0 0
35329 0 0 0
35330 39642 174 41411
35331 0 0 0
35332 54448 89 31725
35333 0 0 0
35334 7968 56 49798
35335 0 0 0
35336 0 0 0
35337 0 0 0
35338 24852 11 30688
35339 0 0 0
35340 19110 276 9158
35341 0 0 0
35342 33623 70 35343
35343 33623 71 35344
35344 33623 72 35345
35345 33623 73 25646
35346 53410 292 31320
35347 0 0 0
35348 51450 178 5242
35349 65533 74 4206
35350 20140 56 31312
35351 0 0 0
35352 0 0 0
35353 43702 193 20693
35354 5160 401 35355
35355 5160 402 35356
35356 5160 403 35357
35357 5160 404 31616
35358 23940 190 40464
35359 0 0 0
35360 21021 3 41070
35361 51450 101 12724
35362 54939 212 4167
35363 52864 216 15750
35364 39241 22 35365
35365 39241 23 25413
35366 47124 222 38830
35367 0 0 0
35368 25561 23 36986
35369 0 0 0
35370 0 0 0
35371 41927 165 35372
35372 41927 166 35373
35373 41927 167 48340
35374 39588 67 21140
35375 0 0 0
35376 27294 21 35377
35377 27294 22 35378
35378 27294 23 34580
35379 35609 9 36349
35380 28219 110 14568
35381 0 0 0
35382 7968 23 38406
35383 0 0 0
35384 23940 53 9790
35385 0 0 0
35386 0 0 0
35387 48063 213 10014
35388 1720 122 35389
35389 1720 123 35390
35390 1720 124 35391
35391 1720 125 35392
35392 1720 126 35393
35393 1720 127 46786
35394 53927 57 2512
35395 0 0 0
35396 1040 103 4650
35397 15440 173 41599
35398 22501 56 9548
35399 22501 115 40716
35400 0 0 0
35401 7475 26 18191
35402 54965 27 7338
35403 0 0 0
35404 0 0 0
35405 61128 36 28884
35406 24585 223 3340
35407 0 0 0
35408 51450 97 35557
35409 19488 2 48156
35410 55895 13 35411
35411 55895 14 35412
35412 55895 15 35413
35413 55895 16 1033
35414 16438 1 41931
35415 0 0 0
35416 20140 135 6204
35417 0 0 0
35418 48063 35 5229
35419 0 0 0
35420 5160 139 35421
35421 5160 140 35422
35422 5160 141 35423
35423 5160 142 25754
35424 48063 97 26434
35425 0 0 0
35426 54733 4 9511
35427 0 0 0
35428 46336 12 35429
35429 46336 13 35430
35430 46336 14 35431
35431 46336 15 40733
35432 46029 77 20511
35433 4163 115 35434
35434 4163 116 35435
35435 4163 117 35436
35436 4163 118 35437
35437 4163 119 35438
35438 4163 120 35439
35439 4163 121 35440
35440 4163 122 35441
35441 4163 123 35442
35442 4163 124 35443
35443 4163 125 35444
35444 4163 126 35445
35445 4163 127 9614
35446 5957 164 4508
35447 62086 8 43446
35448 54965 328 8732
35449 47124 56 19151
35450 52864 143 8800
35451 0 0 0
35452 48800 18 17464
35453 0 0 0
35454 47745 69 16474
35455 32949 15 35456
35456 32949 16 35457
35457 32949 17 35458
35458 32949 18 35459
35459 32949 19 35460
35460 32949 20 35461
35461 32949 21 35462
35462 32949 22 35463
35463 32949 23 35464
35464 32949 24 35465
35465 32949 25 35466
35466 32949 26 35467
35467 32949 27 35468
35468 32949 28 35469
35469 32949 29 35470
35470 32949 30 35471
35471 32949 31 7149
35472 43834 47 21392
35473 0 0 0
35474 25834 50 47250
35475 0 0 0
35476 43702 264 46667
35477 0 0 0
35478 57032 179 16163
35479 53410 273 27214
35480 0 0 0
35481 0 0 0
35482 31686 7 35483
35483 31686 8 35484
35484 31686 9 35485
35485 31686 10 42875
35486 62086 78 41385
35487 54965 342 2945
35488 21021 56 25324
35489 0 0 0
35490 22501 81 21979
35491 0 0 0
35492 0 0 0
35493 0 0 0
35494 48643 40 33578
35495 0 0 0
35496 27294 182 35497
35497 27294 183 35498
35498 27294 184 35499
35499 27294 185 35500
35500 27294 186 35501
35501 27294 187 29272
35502 28802 147 45102
35503 58056 126 40598
35504 0 0 0
35505 0 0 0
35506 47737 234 35507
35507 47737 235 35508
35508 47737 236 35509
35509 47737 237 35510
35510 47737 238 35511
35511 47737 239 35512
35512 47737 240 35513
35513 47737 241 35514
35514 47737 242 35515
35515 47737 243 35516
35516 47737 244 35517
35517 47737 245 35518
35518 47737 246 35519
35519 47737 247 35520
35520 47737 248 35521
35521 47737 249 35522
35522 47737 250 35523
35523 47737 251 35524
35524 47737 252 35525
35525 47737 253 35526
35526 47737 254 35527
35527 47737 255 35528
35528 47737 256 35529
35529 47737 257 35530
35530 47737 258 35531
35531 47737 259 35532
35532 47737 260 35533
35533 47737 261 35534
35534 47737 262 35535
35535 47737 263 35536
35536 47737 264 35537
35537 47737 265 35538
35538 47737 266 35539
35539 47737 267 40012
35540 19110 273 18514
35541 0 0 0
35542 24585 96 31466
35543 0 0 0
35544 0 0 0
35545 0 0 0
35546 53927 210 41823
35547 25834 190 9252
35548 47124 41 14433
35549 55919 113 3784
35550 59282 122 42886
35551 0 0 0
35552 39588 174 29043
35553 0 0 0
35554 0 0 0
35555 0 0 0
35556 64205 207 20958
35557 51450 98 9909
35558 0 0 0
35559 53927 2 24706
35560 15440 170 9686
35561 0 0 0
35562 39642 12 43602
35563 20140 47 15996
35564 0 0 0
35565 54965 206 7138
35566 9084 14 35567
35567 9084 15 35568
35568 9084 16 35569
35569 9084 17 35570
35570 9084 18 35571
35571 9084 19 35572
35572 9084 20 35573
35573 9084 21 35574
35574 9084 22 35575
35575 9084 23 35576
35576 9084 24 35577
35577 9084 25 35578
35578 9084 26 23320
35579 53927 136 43250
35580 43702 334 2354
35581 0 0 0
35582 0 0 0
35583 42109 189 35275
35584 24585 185 30280
35585 62086 27 20793
35586 53410 150 4867
35587 0 0 0
35588 39588 13 24485
35589 44631 48 35590
35590 44631 49 35591
35591 44631 50 47662
35592 54939 222 19240
35593 0 0 0
35594 43702 163 37102
35595 0 0 0
35596 7475 164 40401
35597 46029 137 23436
35598 50276 124 35599
35599 50276 125 35600
35600 50276 126 35601
35601 50276 127 35602
35602 50276 128 35603
35603 50276 129 45632
35604 24585 312 26488
35605 0 0 0
35606 5026 215 35221
35607 0 0 0
35608 25834 145 31311
35609 0 0 0
35610 39642 216 37244
35611 0 0 0
35612 0 0 0
35613 0 0 0
35614 26658 91 39430
35615 0 0 0
35616 0 0 0
35617 0 0 0
35618 23940 32 10480
35619 0 0 0
35620 26658 255 44863
35621 0 0 0
35622 4515 109 35623
35623 4515 110 35624
35624 4515 111 35625
35625 4515 112 20788
35626 35609 105 10138
35627 0 0 0
35628 39588 132 24638
35629 18465 52 32877
35630 35609 203 44779
35631 0 0 0
35632 0 0 0
35633 62185 173 35634
35634 62185 174 35635
35635 62185 175 7891
35636 23940 233 37904
35637 0 0 0
35638 61128 28 48548
35639 0 0 0
35640 43702 293 21272
35641 0 0 0
35642 16438 58 28324
35643 0 0 0
35644 51101 157 35645
35645 51101 158 35646
35646 51101 159 23592
35647 47124 141 11354
35648 52864 132 10585
35649 23940 308 15074
35650 53410 147 8827
35651 0 0 0
35652 0 0 0
35653 0 0 0
35654 18860 43 27520
35655 0 0 0
35656 19110 50 44868
35657 0 0 0
35658 0 0 0
35659 0 0 0
35660 26658 274 670
35661 0 0 0
35662 0 0 0
35663 24149 2 40461
35664 23940 85 17446
35665 0 0 0
35666 55919 6 18916
35667 0 0 0
35668 15440 63 28435
35669 0 0 0
35670 36447 272 35671
35671 36447 273 35672
35672 36447 274 35673
35673 36447 275 35674
35674 36447 276 35675
35675 36447 277 35676
35676 36447 278 35677
35677 36447 279 35678
35678 36447 280 35679
35679 36447 281 35680
35680 36447 282 35681
35681 36447 283 35682
35682 36447 284 35683
35683 36447 285 35684
35684 36447 286 35685
35685 36447 287 35686
35686 36447 288 46966
35687 28802 136 29110
35688 51450 45 4656
35689 0 0 0
35690 40756 208 35691
35691 40756 209 35692
35692 40756 210 35693
35693 40756 211 35727
35694 25834 61 10722
35695 58472 181 35696
35696 58472 182 35697
35697 58472 183 35698
35698 58472 184 35699
35699 58472 185 35700
35700 58472 186 35701
35701 58472 187 35702
35702 58472 188 35703
35703 58472 189 35704
35704 58472 190 35705
35705 58472 191 15084
35706 5957 267 18146
35707 0 0 0
35708 5957 128 23880
35709 27294 68 35710
35710 27294 69 35711
35711 27294 70 42552
35712 24585 140 45889
35713 0 0 0
35714 65426 113 35715
35715 65426 114 35716
35716 65426 115 35717
35717 65426 116 35718
35718 65426 117 35719
35719 65426 118 35720
35720 65426 119 19291
35721 24585 95 35542
35722 47124 200 26448
35723 0 0 0
35724 43834 66 17522
35725 3954 27 21703
35726 25561 78 39944
35727 40756 212 35728
35728 40756 213 35729
35729 40756 214 35730
35730 40756 215 35731
35731 40756 216 26457
35732 45209 209 35733
35733 45209 210 35734
35734 45209 211 35735
35735 45209 212 35736
35736 45209 213 35737
35737 45209 214 35738
35738 45209 215 35739
35739 45209 216 35740
35740 45209 217 35741
35741 45209 218 22837
35742 47745 74 8852
35743 0 0 0
35744 40756 11 35745
35745 40756 12 35746
35746 40756 13 35747
35747 40756 14 18434
35748 39642 47 12604
35749 0 0 0
35750 54906 140 35751
35751 54906 141 35752
35752 54906 142 35753
35753 54906 143 35754
35754 54906 144 35755
35755 54906 145 37814
35756 22501 42 41346
35757 0 0 0
35758 51101 131 35759
35759 51101 132 35760
35760 51101 133 35761
35761 51101 134 35762
35762 51101 135 35763
35763 51101 136 14061
35764 39588 146 45588
35765 39642 75 28242
35766 0 0 0
35767 0 0 0
35768 20643 115 35769
35769 20643 116 35770
35770 20643 117 35771
35771 20643 118 20707
35772 39588 102 27419
35773 0 0 0
35774 42109 154 10386
35775 44631 79 35776
35776 44631 80 35777
35777 44631 81 36410
35778 21021 31 14978
35779 0 0 0
35780 23940 249 21063
35781 0 0 0
35782 35609 163 31782
35783 27294 121 35784
35784 27294 122 35785
35785 27294 123 35786
35786 27294 124 35787
35787 27294 125 35788
35788 27294 126 31456
35789 19110 112 6279
35790 14612 160 35791
35791 14612 161 35792
35792 14612 162 35793
35793 14612 163 35794
35794 14612 164 35795
35795 14612 165 35796
35796 14612 166 35797
35797 14612 167 35798
35798 14612 168 35799
35799 14612 169 35800
35800 14612 170 35801
35801 14612 171 35802
35802 14612 172 35803
35803 14612 173 35804
35804 14612 174 35805
35805 14612 175 35806
35806 14612 176 35807
35807 14612 177 35808
35808 14612 178 7548
35809 35609 64 42725
35810 4340 177 35811
35811 4340 178 35812
35812 4340 179 35813
35813 4340 180 35814
35814 4340 181 35815
35815 4340 182 35816
35816 4340 183 35817
35817 4340 184 35818
35818 4340 185 35819
35819 4340 186 35820
35820 4340 187 35821
35821 4340 188 35822
35822 4340 189 35823
35823 4340 190 35824
35824 4340 191 35825
35825 4340 192 35826
35826 4340 193 35827
35827 4340 194 35828
35828 4340 195 35829
35829 4340 196 35830
35830 4340 197 35831
35831 4340 198 35832
35832 4340 199 35833
35833 4340 200 35834
35834 4340 201 35835
35835 4340 202 35836
35836 4340 203 35837
35837 4340 204 35838
35838 4340 205 35839
35839 4340 206 35840
35840 4340 207 35841
35841 4340 208 35842
35842 4340 209 35843
35843 4340 210 35844
35844 4340 211 35845
35845 4340 212 35846
35846 4340 213 35847
35847 4340 214 35848
35848 4340 215 35849
35849 4340 216 35850
35850 4340 217 35851
35851 4340 218 35852
35852 4340 219 35853
35853 4340 220 35854
35854 4340 221 35855
35855 4340 222 35856
35856 4340 223 35857
35857 4340 224 35858
35858 4340 225 35859
35859 4340 226 35860
35860 4340 227 35861
35861 4340 228 35862
35862 4340 229 35863
35863 4340 230 35864
35864 4340 231 35865
35865 4340 232 35866
35866 4340 233 35867
35867 4340 234 35868
35868 4340 235 35869
35869 4340 236 35870
35870 4340 237 35871
35871 4340 238 35872
35872 4340 239 35873
35873 4340 240 35874
35874 4340 241 35875
35875 4340 242 35876
35876 4340 243 35877
35877 4340 244 35878
35878 4340 245 35879
35879 4340 246 35880
35880 4340 247 35881
35881 4340 248 35882
35882 4340 249 35883
35883 4340 250 35884
35884 4340 251 35885
35885 4340 252 35886
35886 4340 253 35887
35887 4340 254 35888
35888 4340 255 35889
35889 4340 256 35890
35890 4340 257 35891
35891 4340 258 35892
35892 4340 259 35893
35893 4340 260 35894
35894 4340 261 35895
35895 4340 262 35896
35896 4340 263 35897
35897 4340 264 7204
35898 46029 61 39425
35899 0 0 0
35900 6965 126 35901
35901 6965 127 35902
35902 6965 128 35903
35903 6965 129 35904
35904 6965 130 16206
35905 47124 23 44478
35906 0 0 0
35907 0 0 0
35908 55919 350 39088
35909 0 0 0
35910 25834 101 39830
35911 0 0 0
35912 57032 111 7940
35913 0 0 0
35914 6157 167 35915
35915 6157 168 35916
35916 6157 169 35917
35917 6157 170 35918
35918 6157 171 40722
35919 16438 31 20122
35920 43834 337 19812
35921 0 0 0
35922 43702 263 35476
35923 0 0 0
35924 0 0 0
35925 23940 166 13551
35926 19110 145 3900
35927 0 0 0
35928 59282 27 9970
35929 20140 118 12880
35930 43834 209 1833
35931 43702 168 44586
35932 0 0 0
35933 0 0 0
35934 0 0 0
35935 0 0 0
35936 43702 5 9392
35937 5957 278 24455
35938 0 0 0
35939 0 0 0
35940 53410 174 29703
35941 20140 3 36728
35942 0 0 0
35943 0 0 0
35944 51450 16 12785
35945 0 0 0
35946 54939 257 2724
35947 43702 224 49274
35948 0 0 0
35949 0 0 0
35950 23940 193 4024
35951 0 0 0
35952 57032 288 17932
35953 0 0 0
35954 0 0 0
35955 0 0 0
35956 5026 247 34868
35957 0 0 0
35958 0 0 0
35959 0 0 0
35960 47745 242 12914
35961 0 0 0
35962 43834 200 14495
35963 55919 231 5778
35964 39642 20 29180
35965 4515 133 35966
35966 4515 134 35967
35967 4515 135 10586
35968 54965 221 49640
35969 54939 129 10450
35970 65533 233 24057
35971 0 0 0
35972 55919 106 22717
35973 0 0 0
35974 64205 15 34496
35975 0 0 0
35976 53927 316 27673
35977 0 0 0
35978 61128 45 47446
35979 0 0 0
35980 0 0 0
35981 0 0 0
35982 44631 260 35983
35983 44631 261 1190
35984 43702 339 12179
35985 0 0 0
35986 48063 259 17870
35987 7475 301 38453
35988 20140 246 45765
35989 0 0 0
35990 0 0 0
35991 35609 342 36924
35992 46336 29 35993
35993 46336 30 35994
35994 46336 31 35995
35995 46336 32 28777
35996 23940 70 24950
35997 0 0 0
35998 50276 229 35999
35999 50276 230 36000
36000 50276 231 36001
36001 50276 232 28042
36002 47124 150 4539
36003 0 0 0
36004 65533 224 33784
36005 7968 25 12391
36006 3954 19 8615
36007 5026 171 26543
36008 0 0 0
36009 0 0 0
36010 35609 380 1199
36011 43834 216 4552
36012 7968 158 14667
36013 0 0 0
36014 0 0 0
36015 28802 79 34460
36016 0 0 0
36017 0 0 0
36018 43702 98 40466
36019 0 0 0
36020 26860 7 29649
36021 7475 82 20296
36022 0 0 0
36023 0 0 0
36024 64205 136 30786
36025 0 0 0
36026 42109 18 14245
36027 1040 115 20880
36028 47745 212 28686
36029 0 0 0
36030 35609 291 8673
36031 24411 165 36032
36032 24411 166 36033
36033 24411 167 36034
36034 24411 168 36035
36035 24411 169 36036
36036 24411 170 36037
36037 24411 171 13847
36038 39181 17 42924
36039 0 0 0
36040 62086 51 19263
36041 0 0 0
36042 0 0 0
36043 2655 162 21154
36044 0 0 0
36045 0 0 0
36046 0 0 0
36047 54965 364 27380
36048 23472 87 36049
36049 23472 88 36050
36050 23472 89 36051
36051 23472 90 36052
36052 23472 91 36053
36053 23472 92 33867
36054 39642 176 11078
36055 0 0 0
36056 42109 51 37200
36057 44631 266 36058
36058 44631 267 36059
36059 44631 268 36060
36060 44631 269 41268
36061 39588 109 15077
36062 7475 200 42165
36063 0 0 0
36064 46029 145 11044
36065 0 0 0
36066 64205 65 30239
36067 0 0 0
36068 20140 9 47390
36069 0 0 0
36070 7475 49 2580
36071 0 0 0
36072 64205 128 38164
36073 0 0 0
36074 7475 54 33275
36075 12122 21 36076
36076 12122 22 36077
36077 12122 23 36078
36078 12122 24 36079
36079 12122 25 36080
36080 12122 26 36081
36081 12122 27 36082
36082 12122 28 36083
36083 12122 29 36084
36084 12122 30 36085
36085 12122 31 36086
36086 12122 32 36087
36087 12122 33 36088
36088 12122 34 36089
36089 12122 35 36090
36090 12122 36 36091
36091 12122 37 36092
36092 12122 38 36093
36093 12122 39 36094
36094 12122 40 36095
36095 12122 41 36096
36096 12122 42 36097
36097 12122 43 36098
36098 12122 44 36099
36099 12122 45 36100
36100 12122 46 36101
36101 12122 47 36102
36102 12122 48 36103
36103 12122 49 36104
36104 12122 50 36105
36105 12122 51 36106
36106 12122 52 36107
36107 12122 53 36108
36108 12122 54 36109
36109 12122 55 36110
36110 12122 56 36111
36111 12122 57 36112
36112 12122 58 36113
36113 12122 59 10866
36114 24585 99 12352
36115 27294 144 36116
36116 27294 145 36117
36117 27294 146 27524
36118 19346 1 36119
36119 19346 2 36120
36120 19346 3 36121
36121 19346 4 36122
36122 19346 5 36123
36123 19346 6 36124
36124 19346 7 36125
36125 19346 8 36126
36126 19346 9 36127
36127 19346 10 36128
36128 19346 11 36129
36129 19346 12 36130
36130 19346 13 36131
36131 19346 14 36132
36132 19346 15 36133
36133 19346 16 36134
36134 19346 17 36135
36135 19346 18 36136
36136 19346 19 36137
36137 19346 20 36138
36138 19346 21 36139
36139 19346 22 36140
36140 19346 23 36141
36141 19346 24 36142
36142 19346 25 36143
36143 19346 26 36144
36144 19346 27 36145
36145 19346 28 36146
36146 19346 29 36147
36147 19346 30 36148
36148 19346 31 36149
36149 19346 32 36150
36150 19346 33 36151
36151 19346 34 36152
36152 19346 35 36153
36153 19346 36 36154
36154 19346 37 36155
36155 19346 38 36156
36156 19346 39 36157
36157 19346 40 36158
36158 19346 41 36159
36159 19346 42 36160
36160 19346 43 36161
36161 19346 44 36162
36162 19346 45 36163
36163 19346 46 36164
36164 19346 47 36165
36165 19346 48 36166
36166 19346 49 36167
36167 19346 50 36168
36168 19346 51 36169
36169 19346 52 36170
36170 19346 53 36171
36171 19346 54 36172
36172 19346 55 36173
36173 19346 56 36174
36174 19346 57 36175
36175 19346 58 36176
36176 19346 59 36177
36177 19346 60 36178
36178 19346 61 36179
36179 19346 62 36180
36180 19346 63 36181
36181 19346 64 36182
36182 19346 65 36183
36183 19346 66 36184
36184 19346 67 36185
36185 19346 68 36186
36186 19346 69 36187
36187 19346 70 36188
36188 19346 71 36189
36189 19346 72 36190
36190 19346 73 36191
36191 19346 74 36192
36192 19346 75 36193
36193 19346 76 36194
36194 19346 77 36195
36195 19346 78 36196
36196 19346 79 36197
36197 19346 80 36198
36198 19346 81 36199
36199 19346 82 23489
36200 59282 102 11650
36201 0 0 0
36202 7968 109 28968
36203 54965 94 19849
36204 24149 11 6839
36205 0 0 0
36206 0 0 0
36207 0 0 0
36208 57032 269 37559
36209 0 0 0
36210 44631 231 36211
36211 44631 232 36212
36212 44631 233 36213
36213 44631 234 1029
36214 28219 154 34352
36215 0 0 0
36216 50276 154 36217
36217 50276 155 36218
36218 50276 156 36219
36219 50276 157 34462
36220 53927 259 6156
36221 0 0 0
36222 7968 96 41046
36223 65533 117 12302
36224 7968 99 40839
36225 0 0 0
36226 0 0 0
36227 0 0 0
36228 53927 303 34468
36229 54939 226 36632
36230 62185 205 36231
36231 62185 206 18742
36232 23940 326 16393
36233 0 0 0
36234 28950 95 39234
36235 0 0 0
36236 1040 106 76
36237 0 0 0
36238 47745 317 38440
36239 0 0 0
36240 5957 230 14950
36241 0 0 0
36242 39588 183 19510
36243 5026 169 47360
36244 0 0 0
36245 0 0 0
36246 31686 331 36247
36247 31686 332 36248
36248 31686 333 36249
36249 31686 334 36250
36250 31686 335 36251
36251 31686 336 27330
36252 54448 52 18419
36253 0 0 0
36254 39588 172 26924
36255 0 0 0
36256 0 0 0
36257 0 0 0
36258 0 0 0
36259 55919 269 25288
36260 0 0 0
36261 0 0 0
36262 11290 58 36263
36263 11290 59 36264
36264 11290 60 36265
36265 11290 61 36266
36266 11290 62 36267
36267 11290 63 36268
36268 11290 64 36269
36269 11290 65 14594
36270 7968 59 47598
36271 0 0 0
36272 0 0 0
36273 27056 65 7961
36274 20140 210 31620
36275 0 0 0
36276 23940 295 8126
36277 0 0 0
36278 0 0 0
36279 0 0 0
36280 54939 125 44989
36281 26658 194 10748
36282 27056 95 39826
36283 0 0 0
36284 0 0 0
36285 0 0 0
36286 39145 106 36287
36287 39145 107 36288
36288 39145 108 36289
36289 39145 109 36290
36290 39145 110 36291
36291 39145 111 36292
36292 39145 112 36293
36293 39145 113 36294
36294 39145 114 36295
36295 39145 115 36296
36296 39145 116 7942
36297 39588 54 27328
36298 47124 248 13899
36299 27583 85 27838
36300 47745 100 20898
36301 0 0 0
36302 0 0 0
36303 0 0 0
36304 7968 221 5638
36305 0 0 0
36306 39145 134 36307
36307 39145 135 36308
36308 39145 136 36309
36309 39145 137 36310
36310 39145 138 36311
36311 39145 139 36312
36312 39145 140 36313
36313 39145 141 16918
36314 57032 59 30452
36315 0 0 0
36316 0 0 0
36317 7968 170 2661
36318 0 0 0
36319 0 0 0
36320 43772 25 17442
36321 51450 88 25323
36322 47124 172 1047
36323 0 0 0
36324 29049 10 36325
36325 29049 11 36326
36326 29049 12 36327
36327 29049 13 23028
36328 5957 221 39208
36329 43702 62 21539
36330 47745 218 7612
36331 0 0 0
36332 0 0 0
36333 0 0 0
36334 24585 275 7358
36335 0 0 0
36336 39642 197 27696
36337 57032 175 9505
36338 5957 14 49736
36339 0 0 0
36340 0 0 0
36341 28950 78 44885
36342 46729 76 36343
36343 46729 77 36855
36344 25834 137 38953
36345 0 0 0
36346 46029 30 25310
36347 0 0 0
36348 54448 99 21544
36349 35609 10 10298
36350 18045 15 36351
36351 18045 16 36352
36352 18045 17 49446
36353 39642 259 5516
36354 0 0 0
36355 54921 74 46998
36356 0 0 0
36357 0 0 0
36358 14612 195 36359
36359 14612 196 36360
36360 14612 197 36361
36361 14612 198 36362
36362 14612 199 36363
36363 14612 200 36364
36364 14612 201 36365
36365 14612 202 36366
36366 14612 203 36367
36367 14612 204 36368
36368 14612 205 36369
36369 14612 206 36370
36370 14612 207 36371
36371 14612 208 36372
36372 14612 209 36373
36373 14612 210 36374
36374 14612 211 36375
36375 14612 212 36376
36376 14612 213 36377
36377 14612 214 41154
36378 28802 126 14349
36379 0 0 0
36380 53927 204 12034
36381 0 0 0
36382 55919 82 26246
36383 0 0 0
36384 0 0 0
36385 0 0 0
36386 14612 51 36387
36387 14612 52 36388
36388 14612 53 36389
36389 14612 54 36390
36390 14612 55 36391
36391 14612 56 36392
36392 14612 57 36393
36393 14612 58 36694
36394 39588 237 17640
36395 0 0 0
36396 9984 26 21120
36397 54939 214 39593
36398 21021 51 47915
36399 54965 2 10739
36400 0 0 0
36401 0 0 0
36402 65533 162 45592
36403 0 0 0
36404 31686 231 36405
36405 31686 232 36406
36406 31686 233 36407
36407 31686 234 6876
36408 16438 87 33682
36409 0 0 0
36410 44631 82 36411
36411 44631 83 36412
36412 44631 84 36413
36413 44631 85 36414
36414 44631 86 36415
36415 44631 87 26742
36416 20140 19 5806
36417 0 0 0
36418 0 0 0
36419 0 0 0
36420 25834 12 45610
36421 0 0 0
36422 43702 93 48014
36423 1720 20 36424
36424 1720 21 36425
36425 1720 22 36426
36426 1720 23 36427
36427 1720 24 4898
36428 39642 211 34878
36429 47124 18 2119
36430 24585 359 28328
36431 57032 233 43464
36432 0 0 0
36433 0 0 0
36434 43702 364 38156
36435 53410 329 13524
36436 27056 182 766
36437 0 0 0
36438 0 0 0
36439 28950 76 4133
36440 0 0 0
36441 20656 14 7396
36442 0 0 0
36443 54860 111 36444
36444 54860 112 36445
36445 54860 113 15982
36446 64205 88 21062
36447 0 0 0
36448 53410 258 7102
36449 0 0 0
36450 0 0 0
36451 62086 18 17204
36452 42383 149 36453
36453 42383 150 36454
36454 42383 151 36455
36455 42383 152 36456
36456 42383 153 36457
36457 42383 154 36458
36458 42383 155 36459
36459 42383 156 36460
36460 42383 157 36461
36461 42383 158 36462
36462 42383 159 36463
36463 42383 160 36464
