100000 2000
83504 62929 68 83505
83505 62929 69 83506
83506 62929 70 1
83507 12634 32 95746
83508 15575 65 83509
83509 15575 66 1
83510 0 0 0
83511 0 0 0
83512 38207 1 1
83513 0 0 0
83514 31504 41 83515
83515 31504 42 83516
83516 31504 43 83517
83517 31504 44 83518
83518 31504 45 83519
83519 31504 46 83520
83520 31504 47 83521
83521 31504 48 62516
83522 60018 6 55327
83523 0 0 0
83524 0 0 0
83525 0 0 0
83526 9560 60 83527
83527 9560 61 24305
83528 25532 1 78285
83529 0 0 0
83530 0 0 0
83531 0 0 0
83532 2061 16 9507
83533 0 0 0
83534 53620 23 83535
83535 53620 24 83536
83536 53620 25 83537
83537 53620 26 83538
83538 53620 27 83539
83539 53620 28 83540
83540 53620 29 83541
83541 53620 30 83542
83542 53620 31 83543
83543 53620 32 83544
83544 53620 33 83545
83545 53620 34 1
83546 64525 16 9233
83547 0 0 0
83548 36942 1 83549
83549 36942 2 83550
83550 36942 3 83551
83551 36942 4 83552
83552 36942 5 83553
83553 36942 6 83554
83554 36942 7 83555
83555 36942 8 83556
83556 36942 9 1
83557 0 0 0
83558 28838 19 84094
83559 47592 9 83560
83560 47592 10 83561
83561 47592 11 83562
83562 47592 12 75219
83563 61878 10 23813
83564 31853 16 83565
83565 31853 17 83566
83566 31853 18 83567
83567 31853 19 78771
83568 17981 17 80952
83569 0 0 0
83570 49938 56 57126
83571 44049 15 83572
83572 44049 16 83573
83573 44049 17 83574
83574 44049 18 83575
83575 44049 19 83576
83576 44049 20 83577
83577 44049 21 83578
83578 44049 22 83579
83579 44049 23 83580
83580 44049 24 83581
83581 44049 25 83582
83582 44049 26 83583
83583 44049 27 83584
83584 44049 28 83585
83585 44049 29 83586
83586 44049 30 83587
83587 44049 31 23620
83588 51098 65 29632
83589 0 0 0
83590 34789 27 83591
83591 34789 28 83592
83592 34789 29 83593
83593 34789 30 83594
83594 34789 31 83595
83595 34789 32 42610
83596 51480 5 80966
83597 21314 29 44522
83598 0 0 0
83599 12851 27 11534
83600 60907 6 8786
83601 0 0 0
83602 0 0 0
83603 28983 6 31927
83604 0 0 0
83605 41038 1 21518
83606 28458 5 47489
83607 0 0 0
83608 17362 4 50941
83609 0 0 0
83610 28838 40 18245
83611 0 0 0
83612 17183 51 75730
83613 1355 13 63739
83614 360 37 57268
83615 0 0 0
83616 0 0 0
83617 0 0 0
83618 60191 26 66684
83619 15180 13 68970
83620 26963 3 76466
83621 0 0 0
83622 47177 5 21431
83623 0 0 0
83624 59175 18 55906
83625 0 0 0
83626 27862 54 76734
83627 0 0 0
83628 0 0 0
83629 26828 51 83630
83630 26828 52 83631
83631 26828 53 1
83632 6349 1 83633
83633 6349 2 83634
83634 6349 3 83635
83635 6349 4 83636
83636 6349 5 83637
83637 6349 6 83638
83638 6349 7 83639
83639 6349 8 27926
83640 27738 23 28331
83641 0 0 0
83642 31011 3 35522
83643 0 0 0
83644 35372 5 83645
83645 35372 6 83646
83646 35372 7 83647
83647 35372 8 83648
83648 35372 9 83649
83649 35372 10 37240
83650 43113 1 83651
83651 43113 2 83652
83652 43113 3 83653
83653 43113 4 1
83654 30635 11 20114
83655 0 0 0
83656 56630 11 14470
83657 0 0 0
83658 17136 1 83659
83659 17136 2 83660
83660 17136 3 83661
83661 17136 4 12280
83662 64552 58 83663
83663 64552 59 83664
83664 64552 60 83665
83665 64552 61 1
83666 0 0 0
83667 0 0 0
83668 7286 26 17283
83669 61555 67 34264
83670 0 0 0
83671 0 0 0
83672 50527 10 47037
83673 0 0 0
83674 0 0 0
83675 26379 10 28490
83676 0 0 0
83677 0 0 0
83678 0 0 0
83679 16210 10 54140
83680 2620 21 68248
83681 0 0 0
83682 17362 10 9950
83683 0 0 0
83684 0 0 0
83685 55268 16 48722
83686 46860 20 83687
83687 46860 21 83688
83688 46860 22 83689
83689 46860 23 43953
83690 27497 4 36983
83691 0 0 0
83692 52918 20 27081
83693 0 0 0
83694 10912 24 68180
83695 0 0 0
83696 2620 30 94912
83697 0 0 0
83698 54593 3 36816
83699 0 0 0
83700 51098 63 5296
83701 0 0 0
83702 41372 62 92586
83703 0 0 0
83704 17119 28 83705
83705 17119 29 83706
83706 17119 30 28259
83707 14751 29 45296
83708 0 0 0
83709 0 0 0
83710 41891 22 83711
83711 41891 23 83712
83712 41891 24 83713
83713 41891 25 83714
83714 41891 26 83715
83715 41891 27 83716
83716 41891 28 83717
83717 41891 29 83718
83718 41891 30 83719
83719 41891 31 46232
83720 24801 46 76252
83721 0 0 0
83722 55675 57 52040
83723 7307 27 8344
83724 43805 1 83725
83725 43805 2 83726
83726 43805 3 83727
83727 43805 4 83728
83728 43805 5 83729
83729 43805 6 83730
83730 43805 7 83731
83731 43805 8 83732
83732 43805 9 83733
83733 43805 10 83734
83734 43805 11 83735
83735 43805 12 83736
83736 43805 13 83737
83737 43805 14 83738
83738 43805 15 83739
83739 43805 16 83740
83740 43805 17 83741
83741 43805 18 83742
83742 43805 19 83743
83743 43805 20 83744
83744 43805 21 34878
83745 64910 1 63158
83746 19205 37 18598
83747 0 0 0
83748 0 0 0
83749 13874 28 74945
83750 2813 24 83751
83751 2813 25 83752
83752 2813 26 83753
83753 2813 27 30346
83754 57315 3 13544
83755 0 0 0
83756 8327 7 83757
83757 8327 8 83758
83758 8327 9 83759
83759 8327 10 83760
83760 8327 11 83761
83761 8327 12 83762
83762 8327 13 83763
83763 8327 14 83764
83764 8327 15 83765
83765 8327 16 83766
83766 8327 17 83767
83767 8327 18 83768
83768 8327 19 83769
83769 8327 20 83770
83770 8327 21 83771
83771 8327 22 83772
83772 8327 23 83773
83773 8327 24 18932
83774 20628 46 83775
83775 20628 47 1
83776 58098 11 4123
83777 0 0 0
83778 33134 1 83779
83779 33134 2 83780
83780 33134 3 83781
83781 33134 4 91060
83782 4228 12 87544
83783 0 0 0
83784 0 0 0
83785 47070 10 56106
83786 41190 30 96195
83787 0 0 0
83788 38050 61 41186
83789 0 0 0
83790 56198 30 62252
83791 0 0 0
83792 0 0 0
83793 49532 17 55800
83794 0 0 0
83795 29219 16 27755
83796 53660 6 58632
83797 2267 19 83798
83798 2267 20 83799
83799 2267 21 83800
83800 2267 22 83801
83801 2267 23 83802
83802 2267 24 83803
83803 2267 25 83804
83804 2267 26 83805
83805 2267 27 83806
83806 2267 28 83807
83807 2267 29 53371
83808 46129 21 84249
83809 0 0 0
83810 13041 53 97308
83811 0 0 0
83812 38050 24 26639
83813 0 0 0
83814 5923 10 31263
83815 63021 50 49614
83816 31011 15 36969
83817 0 0 0
83818 0 0 0
83819 0 0 0
83820 49670 34 43311
83821 59175 12 93886
83822 37208 64 83823
83823 37208 65 83824
83824 37208 66 83825
83825 37208 67 68831
83826 33950 1 83827
83827 33950 2 83828
83828 33950 3 83829
83829 33950 4 83830
83830 33950 5 83831
83831 33950 6 83832
83832 33950 7 83833
83833 33950 8 83834
83834 33950 9 83835
83835 33950 10 83836
83836 33950 11 83837
83837 33950 12 24814
83838 33521 32 44527
83839 0 0 0
83840 51704 76 56852
83841 0 0 0
83842 0 0 0
83843 26455 2 11069
83844 8232 2 93060
83845 0 0 0
83846 17931 16 32636
83847 0 0 0
83848 0 0 0
83849 0 0 0
83850 51436 45 16496
83851 0 0 0
83852 0 0 0
83853 0 0 0
83854 4228 30 76472
83855 61648 1 83856
83856 61648 2 83857
83857 61648 3 83858
83858 61648 4 83859
83859 61648 5 83860
83860 61648 6 83861
83861 61648 7 83862
83862 61648 8 83863
83863 61648 9 83864
83864 61648 10 83865
83865 61648 11 83866
83866 61648 12 83867
83867 61648 13 83868
83868 61648 14 83869
83869 61648 15 83870
83870 61648 16 83871
83871 61648 17 83872
83872 61648 18 83873
83873 61648 19 83874
83874 61648 20 83875
83875 61648 21 83876
83876 61648 22 83877
83877 61648 23 42312
83878 24671 10 44566
83879 21641 5 24796
83880 0 0 0
83881 0 0 0
83882 15478 15 83883
83883 15478 16 83884
83884 15478 17 83885
83885 15478 18 83886
83886 15478 19 83887
83887 15478 20 33074
83888 56373 8 35203
83889 64737 18 15408
83890 44150 15 59564
83891 0 0 0
83892 15727 38 29649
83893 19714 34 19084
83894 42953 18 84683
83895 0 0 0
83896 3057 55 83897
83897 3057 56 83898
83898 3057 57 83899
83899 3057 58 83900
83900 3057 59 83901
83901 3057 60 83902
83902 3057 61 83903
83903 3057 62 1
83904 15161 39 53192
83905 0 0 0
83906 59440 32 83907
83907 59440 33 83908
83908 59440 34 83909
83909 59440 35 1
83910 32863 20 38840
83911 21316 37 63746
83912 64762 12 83913
83913 64762 13 83914
83914 64762 14 83915
83915 64762 15 1
83916 0 0 0
83917 0 0 0
83918 37514 41 24140
83919 0 0 0
83920 30511 51 48793
83921 0 0 0
83922 9622 25 95754
83923 0 0 0
83924 29148 49 83925
83925 29148 50 83926
83926 29148 51 24239
83927 9739 10 46744
83928 0 0 0
83929 0 0 0
83930 62207 21 22032
83931 0 0 0
83932 23750 24 4314
83933 0 0 0
83934 0 0 0
83935 37245 22 95716
83936 53558 23 73614
83937 0 0 0
83938 55129 7 52526
83939 0 0 0
83940 0 0 0
83941 0 0 0
83942 0 0 0
83943 7859 21 14586
83944 35067 18 83945
83945 35067 19 83946
83946 35067 20 83947
83947 35067 21 83948
83948 35067 22 83949
83949 35067 23 71297
83950 61944 36 83951
83951 61944 37 83952
83952 61944 38 83953
83953 61944 39 83954
83954 61944 40 71964
83955 33438 17 29465
83956 36787 26 82404
83957 64404 42 29162
83958 37567 41 49627
83959 0 0 0
83960 17300 35 75867
83961 0 0 0
83962 13727 48 96312
83963 0 0 0
83964 0 0 0
83965 4826 26 83966
83966 4826 27 83967
83967 4826 28 83968
83968 4826 29 83969
83969 4826 30 83970
83970 4826 31 83971
83971 4826 32 83972
83972 4826 33 83973
83973 4826 34 83974
83974 4826 35 13772
83975 12241 37 83976
83976 12241 38 83977
83977 12241 39 83978
83978 12241 40 83979
83979 12241 41 83980
83980 12241 42 83981
83981 12241 43 83982
83982 12241 44 83983
83983 12241 45 83984
83984 12241 46 83985
83985 12241 47 83986
83986 12241 48 83987
83987 12241 49 83988
83988 12241 50 83989
83989 12241 51 83990
83990 12241 52 83991
83991 12241 53 83992
83992 12241 54 83993
83993 12241 55 83994
83994 12241 56 83995
83995 12241 57 83996
83996 12241 58 83997
83997 12241 59 83998
83998 12241 60 83999
83999 12241 61 84000
84000 12241 62 84001
84001 12241 63 84002
84002 12241 64 84003
84003 12241 65 84004
84004 12241 66 84005
84005 12241 67 84006
84006 12241 68 84007
84007 12241 69 1
84008 62777 26 84009
84009 62777 27 84010
84010 62777 28 84011
84011 62777 29 84012
84012 62777 30 84013
84013 62777 31 84014
84014 62777 32 84015
84015 62777 33 84016
84016 62777 34 84017
84017 62777 35 84018
84018 62777 36 84019
84019 62777 37 84020
84020 62777 38 84021
84021 62777 39 84022
84022 62777 40 84023
84023 62777 41 1
84024 45068 11 42080
84025 0 0 0
84026 37087 1 84027
84027 37087 2 84028
84028 37087 3 84029
84029 37087 4 84030
84030 37087 5 84031
84031 37087 6 84032
84032 37087 7 84033
84033 37087 8 84034
84034 37087 9 84035
84035 37087 10 84036
84036 37087 11 84037
84037 37087 12 84038
84038 37087 13 84039
84039 37087 14 84040
84040 37087 15 84041
84041 37087 16 84042
84042 37087 17 84043
84043 37087 18 84044
84044 37087 19 84045
84045 37087 20 84046
84046 37087 21 84047
84047 37087 22 84048
84048 37087 23 84049
84049 37087 24 84050
84050 37087 25 84051
84051 37087 26 84052
84052 37087 27 84053
84053 37087 28 84054
84054 37087 29 84055
84055 37087 30 84056
84056 37087 31 84057
84057 37087 32 84058
84058 37087 33 84059
84059 37087 34 84060
84060 37087 35 84061
84061 37087 36 84062
84062 37087 37 84063
84063 37087 38 84064
84064 37087 39 84065
84065 37087 40 84066
84066 37087 41 84067
84067 37087 42 84068
84068 37087 43 84069
84069 37087 44 84070
84070 37087 45 84071
84071 37087 46 84072
84072 37087 47 84073
84073 37087 48 84074
84074 37087 49 84075
84075 37087 50 84076
84076 37087 51 84077
84077 37087 52 84078
84078 37087 53 84079
84079 37087 54 48266
84080 51436 6 62158
84081 0 0 0
84082 0 0 0
84083 0 0 0
84084 5929 2 53826
84085 37433 7 81548
84086 0 0 0
84087 24601 6 90138
84088 0 0 0
84089 0 0 0
84090 0 0 0
84091 0 0 0
84092 39614 25 80180
84093 0 0 0
84094 28838 20 78246
84095 0 0 0
84096 924 16 84097
84097 924 17 94972
84098 48813 1 84099
84099 48813 2 84100
84100 48813 3 84101
84101 48813 4 84102
84102 48813 5 84103
84103 48813 6 84104
84104 48813 7 84105
84105 48813 8 84106
84106 48813 9 84107
84107 48813 10 84108
84108 48813 11 84109
84109 48813 12 84110
84110 48813 13 84111
84111 48813 14 84112
84112 48813 15 84113
84113 48813 16 84114
84114 48813 17 84115
84115 48813 18 84116
84116 48813 19 84117
84117 48813 20 84118
84118 48813 21 84119
84119 48813 22 84120
84120 48813 23 84121
84121 48813 24 84122
84122 48813 25 84123
84123 48813 26 84124
84124 48813 27 84125
84125 48813 28 84126
84126 48813 29 84127
84127 48813 30 84128
84128 48813 31 84129
84129 48813 32 84130
84130 48813 33 84131
84131 48813 34 84132
84132 48813 35 84133
84133 48813 36 84134
84134 48813 37 84135
84135 48813 38 84136
84136 48813 39 84137
84137 48813 40 84138
84138 48813 41 84139
84139 48813 42 84140
84140 48813 43 84141
84141 48813 44 84142
84142 48813 45 84143
84143 48813 46 84144
84144 48813 47 84145
84145 48813 48 84146
84146 48813 49 84147
84147 48813 50 84148
84148 48813 51 84149
84149 48813 52 84150
84150 48813 53 1
84151 0 0 0
84152 0 0 0
84153 0 0 0
84154 30165 5 53514
84155 43206 27 65228
84156 48569 8 90040
84157 35283 8 81224
84158 0 0 0
84159 0 0 0
84160 10732 68 67541
84161 0 0 0
84162 0 0 0
84163 0 0 0
84164 62258 8 72812
84165 18273 13 5960
84166 0 0 0
84167 0 0 0
84168 0 0 0
84169 0 0 0
84170 24022 61 3862
84171 0 0 0
84172 61590 15 11344
84173 0 0 0
84174 0 0 0
84175 62207 23 17606
84176 0 0 0
84177 46088 8 45915
84178 19429 11 60301
84179 48866 36 37070
84180 0 0 0
84181 0 0 0
84182 16303 10 94010
84183 58098 36 27752
84184 28332 55 43935
84185 0 0 0
84186 30386 33 71992
84187 0 0 0
84188 55256 26 84189
84189 55256 27 84190
84190 55256 28 84191
84191 55256 29 84192
84192 55256 30 84193
84193 55256 31 84194
84194 55256 32 84195
84195 55256 33 84196
84196 55256 34 84197
84197 55256 35 84198
84198 55256 36 84199
84199 55256 37 84200
84200 55256 38 1
84201 0 0 0
84202 55009 9 7550
84203 0 0 0
84204 0 0 0
84205 0 0 0
84206 0 0 0
84207 28865 56 13632
84208 43820 48 84209
84209 43820 49 84210
84210 43820 50 84211
84211 43820 51 84212
84212 43820 52 84213
84213 43820 53 19799
84214 7859 20 83943
84215 0 0 0
84216 0 0 0
84217 50094 68 76482
84218 0 0 0
84219 0 0 0
84220 45733 46 81602
84221 0 0 0
84222 0 0 0
84223 44334 14 1378
84224 0 0 0
84225 0 0 0
84226 0 0 0
84227 0 0 0
84228 51704 38 5726
84229 64349 32 84230
84230 64349 33 84231
84231 64349 34 96921
84232 3375 12 76560
84233 17981 43 6030
84234 43885 34 30273
84235 0 0 0
84236 52994 16 36893
84237 0 0 0
84238 58098 21 78744
84239 10942 8 24526
84240 50895 54 47453
84241 0 0 0
84242 10220 55 16392
84243 0 0 0
84244 0 0 0
84245 0 0 0
84246 52969 26 94241
84247 0 0 0
84248 0 0 0
84249 46129 22 81470
84250 25982 22 84251
84251 25982 23 84252
84252 25982 24 84253
84253 25982 25 84254
84254 25982 26 84255
84255 25982 27 84256
84256 25982 28 84257
84257 25982 29 97094
84258 56630 20 93738
84259 0 0 0
84260 21948 57 58097
84261 42201 12 1364
84262 17319 32 19198
84263 19429 1 58044
84264 0 0 0
84265 9373 37 84266
84266 9373 38 84267
84267 9373 39 84268
84268 9373 40 84269
84269 9373 41 84270
84270 9373 42 84271
84271 9373 43 84272
84272 9373 44 84273
84273 9373 45 84274
84274 9373 46 84275
84275 9373 47 84276
84276 9373 48 84277
84277 9373 49 69449
84278 13820 53 2200
84279 0 0 0
84280 63935 4 68760
84281 0 0 0
84282 17613 22 39312
84283 36708 6 84284
84284 36708 7 84285
84285 36708 8 84286
84286 36708 9 84287
84287 36708 10 50306
84288 48551 35 6732
84289 0 0 0
84290 26712 23 84291
84291 26712 24 84292
84292 26712 25 84293
84293 26712 26 49248
84294 10679 6 79864
84295 0 0 0
84296 32434 12 11168
84297 44150 7 89696
84298 0 0 0
84299 0 0 0
84300 62320 18 41476
84301 61242 19 84302
84302 61242 20 84303
84303 61242 21 57068
84304 42350 9 49120
84305 0 0 0
84306 49871 42 84307
84307 49871 43 31454
84308 43904 61 33239
84309 0 0 0
84310 0 0 0
84311 43885 54 34923
84312 52235 13 79982
84313 0 0 0
84314 0 0 0
84315 40891 1 84316
84316 40891 2 84317
84317 40891 3 84318
84318 40891 4 84319
84319 40891 5 84320
84320 40891 6 84321
84321 40891 7 94818
84322 3375 17 89542
84323 0 0 0
84324 0 0 0
84325 0 0 0
84326 11332 1 84327
84327 11332 2 84328
84328 11332 3 84329
84329 11332 4 84330
84330 11332 5 84331
84331 11332 6 84332
84332 11332 7 84333
84333 11332 8 84334
84334 11332 9 84335
84335 11332 10 8544
84336 57631 15 60224
84337 0 0 0
84338 6270 60 41680
84339 0 0 0
84340 23750 57 69606
84341 60191 42 20997
84342 21922 2 2578
84343 0 0 0
84344 0 0 0
84345 51408 26 11390
84346 0 0 0
84347 60191 5 40165
84348 13224 36 5832
84349 0 0 0
84350 0 0 0
84351 61451 31 37379
84352 12540 37 77328
84353 0 0 0
84354 0 0 0
84355 22416 3 41368
84356 0 0 0
84357 0 0 0
84358 44334 36 10301
84359 25069 24 87296
84360 0 0 0
84361 46268 22 95656
84362 16210 22 90064
84363 0 0 0
84364 50 2 53396
84365 0 0 0
84366 2061 22 7024
84367 0 0 0
84368 10732 77 15151
84369 45242 55 77354
84370 0 0 0
84371 13585 30 58826
84372 910 1 84373
84373 910 2 84374
84374 910 3 84375
84375 910 4 84376
84376 910 5 84377
84377 910 6 1
84378 63406 20 96954
84379 53884 32 84380
84380 53884 33 84381
84381 53884 34 49026
84382 28401 2 28372
84383 0 0 0
84384 12634 10 12128
84385 0 0 0
84386 0 0 0
84387 0 0 0
84388 62533 5 30544
84389 0 0 0
84390 42651 18 48284
84391 18510 5 84392
84392 18510 6 84393
84393 18510 7 22151
84394 53336 62 78448
84395 0 0 0
84396 36425 18 65550
84397 0 0 0
84398 61878 1 18930
84399 0 0 0
84400 2857 4 84401
84401 2857 5 29588
84402 13999 13 84403
84403 13999 14 84404
84404 13999 15 84405
84405 13999 16 84406
84406 13999 17 84407
84407 13999 18 84408
84408 13999 19 84409
84409 13999 20 84410
84410 13999 21 84411
84411 13999 22 11500
84412 21370 1 59828
84413 0 0 0
84414 0 0 0
84415 0 0 0
84416 63392 34 18272
84417 26616 20 88189
84418 38970 61 84419
84419 38970 62 84420
84420 38970 63 84421
84421 38970 64 84422
84422 38970 65 84423
84423 38970 66 84424
84424 38970 67 84425
84425 38970 68 84426
84426 38970 69 1
84427 0 0 0
84428 24802 26 96777
84429 0 0 0
84430 21370 39 32454
84431 0 0 0
84432 7737 24 50936
84433 0 0 0
84434 46088 10 46786
84435 0 0 0
84436 61367 1 84437
84437 61367 2 84438
84438 61367 3 84439
84439 61367 4 84440
84440 61367 5 47445
84441 360 46 18222
84442 43392 34 72004
84443 0 0 0
84444 0 0 0
84445 0 0 0
84446 10912 9 42814
84447 0 0 0
84448 0 0 0
84449 0 0 0
84450 55011 25 84451
84451 55011 26 84452
84452 55011 27 84453
84453 55011 28 84454
84454 55011 29 84455
84455 55011 30 84456
84456 55011 31 84457
84457 55011 32 84458
84458 55011 33 1
84459 0 0 0
84460 48429 24 29129
84461 0 0 0
84462 0 0 0
84463 0 0 0
84464 59175 39 1
84465 60075 38 84466
84466 60075 39 84467
84467 60075 40 62992
84468 42835 20 1
84469 0 0 0
84470 29779 36 62022
84471 0 0 0
84472 0 0 0
84473 0 0 0
84474 0 0 0
84475 12781 1 84476
84476 12781 2 84477
84477 12781 3 84478
84478 12781 4 84479
84479 12781 5 84480
84480 12781 6 84481
84481 12781 7 84482
84482 12781 8 84483
84483 12781 9 84484
84484 12781 10 84485
84485 12781 11 84486
84486 12781 12 84487
84487 12781 13 84488
84488 12781 14 84489
84489 12781 15 84490
84490 12781 16 84491
84491 12781 17 84492
84492 12781 18 84493
84493 12781 19 84494
84494 12781 20 84495
84495 12781 21 84496
84496 12781 22 84497
84497 12781 23 84498
84498 12781 24 84499
84499 12781 25 84500
84500 12781 26 84501
84501 12781 27 84502
84502 12781 28 84503
84503 12781 29 84504
84504 12781 30 84505
84505 12781 31 1
84506 21948 52 93876
84507 0 0 0
84508 42245 21 96812
84509 37788 9 84510
84510 37788 10 84511
84511 37788 11 84512
84512 37788 12 84513
84513 37788 13 84514
84514 37788 14 84515
84515 37788 15 84516
84516 37788 16 84517
84517 37788 17 84518
84518 37788 18 84519
84519 37788 19 25906
84520 52992 29 72616
84521 0 0 0
84522 0 0 0
84523 51301 61 25702
84524 17547 10 49766
84525 0 0 0
84526 38715 49 84527
84527 38715 50 84528
84528 38715 51 84529
84529 38715 52 84530
84530 38715 53 84531
84531 38715 54 84532
84532 38715 55 84533
84533 38715 56 99006
84534 11759 7 62198
84535 62083 34 23990
84536 0 0 0
84537 19267 7 99397
84538 48574 74 1
84539 26407 21 78256
84540 55665 39 46936
84541 7348 48 84542
84542 7348 49 84543
84543 7348 50 63742
84544 18543 1 96116
84545 9067 1 10402
84546 0 0 0
84547 0 0 0
84548 27765 12 34410
84549 0 0 0
84550 44334 9 59536
84551 0 0 0
84552 4228 26 456
84553 61076 37 9186
84554 62986 37 80447
84555 0 0 0
84556 63925 8 44546
84557 0 0 0
84558 57631 13 60152
84559 0 0 0
84560 60191 53 77210
84561 0 0 0
84562 51852 2 86890
84563 47876 19 22786
84564 0 0 0
84565 0 0 0
84566 41405 26 70044
84567 0 0 0
84568 26068 25 84569
84569 26068 26 84570
84570 26068 27 84571
84571 26068 28 84572
84572 26068 29 31418
84573 25069 47 67769
84574 30745 2 84948
84575 0 0 0
84576 0 0 0
84577 24802 8 37890
84578 2793 4 11525
84579 0 0 0
84580 0 0 0
84581 56819 1 84582
84582 56819 2 84583
84583 56819 3 84584
84584 56819 4 84585
84585 56819 5 14388
84586 62255 4 62804
84587 0 0 0
84588 32815 32 84589
84589 32815 33 84590
84590 32815 34 82314
84591 24988 26 84592
84592 24988 27 84593
84593 24988 28 84594
84594 24988 29 84595
84595 24988 30 84596
84596 24988 31 84597
84597 24988 32 84598
84598 24988 33 84599
84599 24988 34 9698
84600 33005 16 39129
84601 0 0 0
84602 7737 31 80243
84603 0 0 0
84604 0 0 0
84605 62320 13 22133
84606 16210 35 99042
84607 0 0 0
84608 0 0 0
84609 8327 39 84610
84610 8327 40 84611
84611 8327 41 84612
84612 8327 42 84613
84613 8327 43 84614
84614 8327 44 84615
84615 8327 45 84616
84616 8327 46 84617
84617 8327 47 84618
84618 8327 48 84619
84619 8327 49 84620
84620 8327 50 84621
84621 8327 51 33058
84622 53336 1 14122
84623 25723 16 25138
84624 9904 64 15765
84625 0 0 0
84626 20065 25 14954
84627 45242 32 44977
84628 6894 56 50284
84629 43206 35 73436
84630 0 0 0
84631 52687 1 84632
84632 52687 2 84633
84633 52687 3 84634
84634 52687 4 84635
84635 52687 5 84636
84636 52687 6 84637
84637 52687 7 84638
84638 52687 8 84639
84639 52687 9 84640
84640 52687 10 84641
84641 52687 11 84642
84642 52687 12 84643
84643 52687 13 80612
84644 3375 21 49408
84645 0 0 0
84646 48866 17 4974
84647 0 0 0
84648 0 0 0
84649 0 0 0
84650 22353 1 84651
84651 22353 2 84652
84652 22353 3 84653
84653 22353 4 97871
84654 22416 22 29138
84655 0 0 0
84656 18273 42 65925
84657 6780 20 64823
84658 29025 24 24175
84659 0 0 0
84660 34135 39 37892
84661 0 0 0
84662 12566 1 79513
84663 51852 12 3470
84664 0 0 0
84665 53449 44 4747
84666 17613 11 45284
84667 0 0 0
84668 0 0 0
84669 0 0 0
84670 26852 12 84671
84671 26852 13 84672
84672 26852 14 74789
84673 41483 7 52310
84674 58959 20 70956
84675 0 0 0
84676 49326 21 50166
84677 0 0 0
84678 47824 12 95947
84679 0 0 0
84680 0 0 0
84681 61545 6 31872
84682 0 0 0
84683 42953 19 66255
84684 64349 12 84685
84685 64349 13 84686
84686 64349 14 84687
84687 64349 15 72036
84688 10119 35 84689
84689 10119 36 84690
84690 10119 37 84691
84691 10119 38 84692
84692 10119 39 84693
84693 10119 40 84694
84694 10119 41 84695
84695 10119 42 84696
84696 10119 43 84697
84697 10119 44 22180
84698 51463 13 70144
84699 0 0 0
84700 36147 14 84701
84701 36147 15 60593
84702 51098 31 21310
84703 0 0 0
84704 64322 32 28450
84705 26772 19 75048
84706 29089 4 40992
84707 0 0 0
84708 45279 25 1
84709 62022 36 80424
84710 40070 6 84711
84711 40070 7 84712
84712 40070 8 84713
84713 40070 9 1
84714 56373 64 14571
84715 0 0 0
84716 44820 49 84717
84717 44820 50 84718
84718 44820 51 84719
84719 44820 52 84720
84720 44820 53 84721
84721 44820 54 80988
84722 48120 24 98196
84723 62410 18 49628
84724 32052 40 84725
84725 32052 41 84726
84726 32052 42 84727
84727 32052 43 84728
84728 32052 44 84729
84729 32052 45 84730
84730 32052 46 84731
84731 32052 47 84732
84732 32052 48 84733
84733 32052 49 84734
84734 32052 50 84735
84735 32052 51 84736
84736 32052 52 84737
84737 32052 53 84738
84738 32052 54 84739
84739 32052 55 84740
84740 32052 56 84741
84741 32052 57 84742
84742 32052 58 84743
84743 32052 59 84744
84744 32052 60 84745
84745 32052 61 84746
84746 32052 62 84747
84747 32052 63 84748
84748 32052 64 84749
84749 32052 65 84750
84750 32052 66 1
84751 0 0 0
84752 37208 14 84753
84753 37208 15 84754
84754 37208 16 84755
84755 37208 17 84756
84756 37208 18 84757
84757 37208 19 76589
84758 30318 9 1
84759 33272 2 73459
84760 12063 10 71048
84761 0 0 0
84762 22280 44 84763
84763 22280 45 84764
84764 22280 46 21514
84765 52129 28 42378
84766 0 0 0
84767 0 0 0
84768 599 7 7755
84769 0 0 0
84770 35747 35 65258
84771 36425 42 42955
84772 8232 17 63992
84773 0 0 0
84774 0 0 0
84775 0 0 0
84776 21641 8 62074
84777 0 0 0
84778 7286 36 58564
84779 0 0 0
84780 2857 64 84781
84781 2857 65 84782
84782 2857 66 84783
84783 2857 67 24194
84784 61555 58 44016
84785 33520 17 59434
84786 7060 24 83200
84787 0 0 0
84788 0 0 0
84789 0 0 0
84790 29714 51 44317
84791 29714 19 69682
84792 1465 42 94466
84793 0 0 0
84794 0 0 0
84795 50966 67 84796
84796 50966 68 84797
84797 50966 69 84798
84798 50966 70 84799
84799 50966 71 84800
84800 50966 72 1
84801 0 0 0
84802 0 0 0
84803 0 0 0
84804 2678 45 40374
84805 0 0 0
84806 32625 32 84807
84807 32625 33 35940
84808 15662 2 83491
84809 0 0 0
84810 35747 14 87070
84811 0 0 0
84812 62533 21 7921
84813 0 0 0
84814 41475 19 95057
84815 37948 61 59646
84816 48429 8 70077
84817 0 0 0
84818 57423 2 81176
84819 0 0 0
84820 2121 41 1
84821 0 0 0
84822 34765 5 84823
84823 34765 6 30748
84824 2678 16 88120
84825 64644 21 84826
84826 64644 22 84827
84827 64644 23 2609
84828 39614 31 1
84829 42043 33 84830
84830 42043 34 84831
84831 42043 35 84832
84832 42043 36 84833
